imageUrl	title	price	totalScore	reviewsCount	state	city	phone	categoryName	description	placeId	location/lat	location/lng
https://lh5.googleusercontent.com/p/AF1QipO12dKtB5qj1ZJZm8uC3O32H8sK9vPQk53h7Yqt=w520-h240-k-no	Savana Bale Tepak		4.3	89	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Wisata Alam		ChIJI2KpkuyvzS0ReUuqOUXHaP4	-8.7459514	116.2805756
https://lh5.googleusercontent.com/p/AF1QipPlN1cpppR9NuHHOOVoH4FawaZezeGGl2PphWnQ=w408-h306-k-no	Objek Wisata Batu Bolong		4.5	60	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJH5DCz2nDzS0RhRS5cglcd0o	-8.5090819	116.0569327
https://lh5.googleusercontent.com/p/AF1QipPI0szIq3Bh35O9-rTaQ_jokVxzZmm4UPkwmbzd=w408-h544-k-no	Air Terjun Senggigi		3.3	3	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJrdT730LDzS0Rz32KvFMEY6A	-8.4788308	116.0657451
https://lh5.googleusercontent.com/p/AF1QipOHvGHtKOK5PTqJkosSUXKpwe7q9EC4OP1-Q9xh=w520-h240-k-no	WISATA ALAM BATU PAYUNG		5	1	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJ7QWeMgatzS0RDIWrxQC4TYc	-8.7383488	116.3708615
https://lh5.googleusercontent.com/p/AF1QipM8j3OuKOt6xzFOZQWXtkPxVVCfSpgfllDv7j65=w408-h306-k-no	Air Terjun Sendang Gile		4.6	1656	Nusa Tenggara Bar.	Kabupaten Lombok Utara	+62 822-3634-3282	Wisata Alam	Situs menawan dengan 2 air terjun, diakses melalui jalan setapak yang dikelilingi hutan rimbun indah.	ChIJD87VUP_VzS0RM4YPd7ICqSE	-8.3062412	116.4083416
https://lh5.googleusercontent.com/p/AF1QipPPlXLmLj3qVeDcX2uBtLgm3CDt0Gh8wLodU2qU=w408-h907-k-no	Bukit Dollar			0	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Tujuan Wisata		ChIJ12ON-LCjzS0RM5F7WEQr0wo	-8.7488651	116.1087483
https://lh5.googleusercontent.com/p/AF1QipPE5uWN88pw2UFiJIMHTXb1BQiS6iHSHk_Hp7N8=w408-h544-k-no	Mangku Sakti Waterfall Sajang		4.4	185	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 811-3992-018	Wisata Alam		ChIJW1H-n4ErzC0RVAt05xYgpt4	-8.3146961	116.4697579
https://lh5.googleusercontent.com/p/AF1QipP-IzjCfMVCpn1QlF7ZnnsNIoyDrh3CQkw6xwOs=w426-h240-k-no	Objek Wisata Batu Layar		4.1	7	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJpYyVYebBzS0R0YM_bq7Yr6A	-8.5163866	116.0600826
https://lh5.googleusercontent.com/p/AF1QipO4Vp55_EjnBsHwr7qfKOd1K1M0ITZMiFtxGC9Z=w408-h272-k-no	Pantai Meninting		4.2	275	Nusa Tenggara Bar.	Kota Mataram	+62 823-4050-3385	Pantai		ChIJ45G37kvAzS0RvOz-6WOW0qQ	-8.5532313	116.0698759
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YYSJz-AUj1ogNcnvapSGnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.888626&pitch=0&thumbfov=100	Wisata alam PEDEWAQ			0	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Wisata Alam		ChIJr7FuVWu7zS0RHeX4kYDFA_Y	-8.7037652	116.2150137
https://lh5.googleusercontent.com/p/AF1QipP6FL9Dr56Hf1D_CiyJyPGbN-P1EP3csRCY-n0y=w408-h544-k-no	Pintu Air		4.1	8	Nusa Tenggara Bar.	Kabupaten Lombok Barat	+62 831-2917-8824	Wisata Alam		ChIJ3c1JuF3BzS0Rai_Qm4baQAg	-8.5188125	116.1141875
https://lh5.googleusercontent.com/p/AF1QipPqPF74uhVXzZwHcpO5Hy_-3jRcwB66HGG1RPJH=w408-h765-k-no	Tiu Kelep Waterfall		4.7	414	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Wisata Alam		ChIJW0sW3OfVzS0RpyFtxzLWz4s	-8.3127426	116.4041108
https://lh5.googleusercontent.com/p/AF1QipP1WFsobfcFVN4SXuOFUCzRAkQzBj6sCk17K9ga=w408-h244-k-no	Gili Kapal		3.9	20	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJ-QCKIAY5zC0RE0RVBzEShKY	-8.496288	116.659572
https://lh5.googleusercontent.com/p/AF1QipMfh6rk3i-1WIwzdGor8rhY4RIsSQql5OajRNGX=w408-h306-k-no	Batulayar volkanic Beach			0	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Wisata Sejarah & Budaya		ChIJnS7gsz0zzC0RZNAoQG2Jm2E	-8.4112952	116.4573488
https://lh5.googleusercontent.com/p/AF1QipPZlijbmag1IHX-1ik5FHHJ3IPt4IYf9-y9jmD_=w408-h271-k-no	Pantai Tanjung Aan		4.6	1805	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai	Pantai asri dengan hamparan pasir putih, air berwarna pirus dengan ombak yang tenang & pemandangan indah.	ChIJt5ixsbUAzS0RZsh_2VIFAqQ	-8.909508	116.3288353
https://lh5.googleusercontent.com/p/AF1QipNW-whyrrRazg9LYGcPLR72BYE4UTNotKN2FSar=w426-h240-k-no	Kayangan Beach		4.5	2	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Tujuan Wisata		ChIJn24WVjo5zC0RDj1_1ftoMZc	-8.488662	116.675727
https://lh5.googleusercontent.com/p/AF1QipNLc5isM1-_NB3A2HReR1-dJ-VW-TcGBOMJesUM=w408-h306-k-no	Turtle Beach		5	6	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJq9jvTY3_zC0R971GHFozinE	-8.9181309	116.4605463
https://lh5.googleusercontent.com/p/AF1QipOGwvmkiSYu4Oz9qKmmkE8ziWSKYO-QrXqtXMsT=w408-h272-k-no	Pantai Surga		4.3	91	Nusa Tenggara Bar.			Pantai	Pantai berpasir yang masih alami dengan selancar, terletak di teluk dengan tebing & vegetasi yang rimbun.	ChIJgTxHncb_zC0R11EQdFsoP7s	-8.9106819	116.4373238
https://lh5.googleusercontent.com/p/AF1QipMNBm6RJ81eIrwUBKKXXT6bHta1YbCvxcyN7Vc6=w408-h306-k-no	AIK SERAN BEACH		4.1	58	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 878-7887-7870	Pantai		ChIJwQVYgaMpzC0RGx6RuSwXQcY	-8.262993	116.550588
https://lh5.googleusercontent.com/p/AF1QipNYMQ7BhmE2X9B66SvC86TgUFI0SDEzFlzkn0A1=w408-h306-k-no	Gondang Beach		3.9	9	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Pantai		ChIJza6V26HZzS0RsplG5Ncd0AU	-8.3199247	116.1871855
https://lh5.googleusercontent.com/p/AF1QipMcWjGEfxruOMWqHYr9d_sM5EGmww9s8e_y8uvW=w426-h240-k-no	Pantai Sokat,awang		4.3	40	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJL8j_gwoAzS0RSFJkJmXiN_M	-8.8870151	116.3983578
https://lh5.googleusercontent.com/p/AF1QipNXnwfLqF9VnuB9H_STHB6iw3RdAilElTJ2TL80=w426-h240-k-no	Pantai Terete		4.3	6	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJx6zrg11WzC0RRlw-gK7-Q80	-8.8421312	116.5379768
https://lh5.googleusercontent.com/p/AF1QipOE4PUsQSr3psPcOd8UwkvViMcquVnhw5VUsTPZ=w408-h475-k-no	Sunset Springs Beach Retreat		4.5	10	Nusa Tenggara Bar.	Kabupaten Lombok Utara	+62 853-3383-6312	Pantai		ChIJcxXx5pXZzS0RgeMMShDKrd4	-8.3054346	116.2002028
https://lh5.googleusercontent.com/p/AF1QipMxQOV-VHoJhekiRcVIXqA78riU2PjUjAiX6bem=w408-h272-k-no	Pink Beach Lombok		4.3	2419	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 822-3634-3282	Pantai	Pantai terpencil indah dengan pasir merah muda, tebing berbatu & aktivitas seperti menyelam & snorkeling.	ChIJIxs-fYtOzC0ROe9emwraWPU	-8.8553743	116.5622498
https://lh5.googleusercontent.com/p/AF1QipOjzwm8xrEMKNXG5F_Ur5Hh8ZHIoEzC_PjrlxTk=w408-h306-k-no	DONDON BEACH		4.6	11	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJeWO9dQABzS0RFfUoowzVXOQ	-8.9036031	116.3557938
https://lh5.googleusercontent.com/p/AF1QipNbkBKE7zfgZIdChN7ZBfRWvERNiKtAX_nzrEuG=w408-h906-k-no	Bangsal beach surf point		5	1	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJCXutKLFHzC0RmTWXD1ynAuc	-8.6211244	116.6208588
https://lh5.googleusercontent.com/p/AF1QipNRKtIgEWnmmUpRDz-1meQ7DSjVilvjfYIJkkQH=w408-h725-k-no	kampung Beach		4	5	Nusa Tenggara Bar.	Kabupaten Lombok Utara	+62 823-4157-9006	Pantai		ChIJ6cERMJ3ZzS0RZbIoGI-m0y4	-8.3298711	116.1853589
https://lh5.googleusercontent.com/p/AF1QipNA4xYroowI1Qtny_gCdjTXVL3mArVt7pgpjgAN=w408-h306-k-no	pantai kuang wai		4	97	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJeR81xqVRzC0R1UpuHmJsnCc	-8.7487786	116.5470588
https://lh5.googleusercontent.com/p/AF1QipO-vDDVzv8QUd3DaVC6gY7eqIxy8WjsLU030pBP=w426-h240-k-no	Pantai Tebing (Cliff Beach)		3.3	20	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Pantai		ChIJi7E1LAvZzS0Rw5KX0NEQNwo	-8.288066	116.215653
https://lh5.googleusercontent.com/p/AF1QipOWBAV9lHrHeCtggZ_GH1xNIkUKdQap4MkjhQuG=w426-h240-k-no	surf breack point 1		4.2	6	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJO_F4JPtPzC0RLCHgF10Nz7k	-8.6700081	116.584836
https://lh5.googleusercontent.com/p/AF1QipNBHq-SNIBKoZHRfAUPABGb84-6y34SP_iaoGej=w426-h240-k-no	Mandalika Beach		4.5	898	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJUah4ImYHzS0Rxn0SZXpJAH4	-8.9014948	116.2945999
https://lh5.googleusercontent.com/p/AF1QipMUepOuiZK1j59gvACGzMA7qzMbzGeIRznPE7YL=w408-h544-k-no	Teluk Temeak		4.8	8	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJERDZ__NXzC0R83oWX5kbeSQ	-8.8697824	116.5702277
https://lh5.googleusercontent.com/p/AF1QipMXDkkoLCbDiaM_on3aSnHARi_Xke6TfR_L8lg4=w408-h306-k-no	Senggigi Beach		4.5	40	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJ2UFAQ9TpzS0RYdV1xRcgeqQ	-8.4743435	116.0372387
https://lh5.googleusercontent.com/p/AF1QipMU0nEM4NB3ffLZ9EG4lrr3Oy2ieAccAxd3pWdQ=w426-h240-k-no	Stars Beach		5	1	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Pantai		ChIJl4TgAQDZzS0RNbRkdk61sUU	-8.3004775	116.2050513
https://lh5.googleusercontent.com/p/AF1QipOQF5TyOtd23M513n-lyVkSiIpNYBjmwHT540VB=w408-h306-k-no	PANTAI KETAPANG INDAH		3.9	39	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJraqq03FRzC0RaWn8YSvlSdE	-8.7671655	116.5291175
https://lh5.googleusercontent.com/p/AF1QipOt92an1NcQLfr54YgGUTmtYOhusivpRmj0Ouxw=w408-h306-k-no	Pantai Pasir Hitam Belanting		4.6	17	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 823-4025-5484	Pantai		ChIJnzI5Nu4pzC0RjTzOLpPBxYk	-8.2826949	116.6071014
https://lh5.googleusercontent.com/p/AF1QipMRNWMlvsZcfaTa3vXki6QjHtcobIze7scbwRLf=w408-h306-k-no	Desa Tangguh Wisata Kadin Indonesia		4.4	47	Nusa Tenggara Bar.	Kabupaten Lombok Utara	+62 851-6284-2847	Tujuan Wisata		ChIJKX8LLCnbzS0R9-eKPCJTM3U	-8.3452012	116.170649
https://lh5.googleusercontent.com/p/AF1QipOskOntxUZrY3V_cC3jc2IJXm0Eth8Ev83siPsw=w408-h306-k-no	Pantai Pasir Putih TNI AL		4.3	139	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJ755cCHw8zC0RkfLTWK3CK34	-8.4275878	116.7092403
https://lh5.googleusercontent.com/p/AF1QipOrfy_WezMhsbz_zKCPih1AYotAfN6kLFmEI_aF=w408-h306-k-no	Pantai Pedauf		4.2	26	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJJSnTP8kAzS0RlAGUY-iCDyI	-8.9156407	116.3325062
https://lh5.googleusercontent.com/p/AF1QipO8-fkssIboU3K61UeuITxQ70GoliapLogP5VvA=w408-h306-k-no	pantai ujung batu awang		4.1	10	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJSy7K38aqzS0R8xexzrwnznE	-8.8635701	116.4030761
https://lh5.googleusercontent.com/p/AF1QipNywbHE2xndR6OYtvfMiC07HpHyzecTbVLPrcOz=w408-h306-k-no	Pantai Dadap Sambelia		4.3	49	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 857-3841-3342	Pantai		ChIJnX04Y70jzC0RP9hfgr8aaRM	-8.3560206	116.7165899
https://lh5.googleusercontent.com/p/AF1QipNpGFkKlEzTXpoBkkKCHrCsWFi0lF5cPhTww_9o=w408-h306-k-no	Pantai Mawun		4.2	986	Nusa Tenggara Bar.			Pantai	Tempat berenang & selancar yang indah dengan kursi santai yang bisa disewa, fasilitas & pemandangan gunung.	ChIJB3ctigAIzS0RzaPlpWUMIC0	-8.9001329	116.2296696
https://lh5.googleusercontent.com/p/AF1QipMF5RKCAZsgDOnklmPw_WKyzcpiENVTfp8to9PM=w408-h306-k-no	Jenggala Beach		5	4	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Restoran		ChIJVR2LVd_bzS0Rtws_1u5oOkE	-8.3454233	116.1652601
	Menara beach			0	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJH_J5UZgnzC0RHeuvV1AuuFs	-8.3026333	116.6644289
https://lh5.googleusercontent.com/p/AF1QipPjX7T_zikp5GbI1BArXdDkyfii9Koh6Rs0Xnwl=w408-h306-k-no	Tampah Beach		4.6	215				Pantai	Pantai terpencil yang tenang dengan hamparan pasir putih yang panjang, snorkeling & fasilitas umum.	ChIJf22M7x8IzS0Rytb8hC7HasM	-8.9016487	116.2150668
https://lh5.googleusercontent.com/p/AF1QipNxl7oKWO3gkyMabWX3cGbcmeLPwbVu577p0085=w408-h306-k-no	PANTAI KUANG WAI		4.3	39	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 871-9448-84370	Pantai		ChIJY9YCGHtRzC0R7STsmx0JbfI	-8.7655224	116.5219186
https://images.trvl-media.com/lodging/95000000/94870000/94865400/94865321/3e26d593_z.jpg	Bayview Beach Resort East Lombok	US$33	4.6	64	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 818-0306-3888	Hotel		ChIJU6SZlts7zC0RgUnmu4iNaLc	-8.4487866	116.6993258
https://lh5.googleusercontent.com/p/AF1QipPBJUkXgKyAADFjyEcwn_wUOursrKmU982JWZNj=w408-h464-k-no	Telindung beach surf poit			0	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJtbl9qLxHzC0RArwKzsgZIr0	-8.604433	116.6234803
https://lh5.googleusercontent.com/p/AF1QipMW00ch8cwiDIPESk9X2ucjk97XbXM3-Nqu1AnD=w408-h307-k-no	pantai Bumbang		4	14	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJC051Sy0BzS0Ro3oYo6XW_T4	-8.9030374	116.3749693
	Kerang tundung beach		5	2	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Pantai		ChIJK-OosA_bzS0R14oLIK2YhPw	-8.3453145	116.1610309
https://lh5.googleusercontent.com/p/AF1QipPYRRzrd3x7Qph_zuXUPR1q0oZCUYCXRWT9eog8=w532-h240-k-no	Pantai Lian		2	2	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJJ1jO7FE5zC0RMA3rTeXZwpg	-8.474512	116.6750577
https://lh5.googleusercontent.com/p/AF1QipOmmUfEb9wiCWzutMLD9n6Oyq3xU4LS5NbgdAak=w426-h240-k-no	Pantai Kaliantan		4.5	98	Nusa Tenggara Bar.			Pantai	Pantai terpencil dan indah ini menawarkan berenang, berjemur, menyelam, selancar layang & banyak lagi.	ChIJGbzD0hn_zC0RiuySY9q-PcU	-8.913744	116.4874325
https://lh5.googleusercontent.com/p/AF1QipPhbm0jBN-HxTlyLgGJNjEBeWANKI2rXkHg_8Pg=w408-h306-k-no	Pantai Kuta Mandalika		4.5	203	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJgYhZ4i6pzS0RLbybwF4u1Oo	-8.8953205	116.2830603
https://lh5.googleusercontent.com/p/AF1QipNwA7cZ_UZxN5NIMx4BxxKOjzApiu6PE7W09jm1=w426-h240-k-no	Pantai Purwakarya		3.2	6	Nusa Tenggara Bar.	Kabupaten Lombok Timur	+62 823-9957-047	Pantai		ChIJixxHnmg9zC0RQ-gqd-pKngU	-8.4170257	116.7106286
https://lh5.googleusercontent.com/p/AF1QipMpFDd6hVWH29fi-pcFpzGdFxbQ4FnI4DOkGlia=w408-h306-k-no	Ekas Beach Residence		4.4	19	Nusa Tenggara Bar.	Kuwang Rundung	+62 822-3705-9127	Pantai		ChIJC1XDoJb_zC0R8YccWyazaeM	-8.898961	116.449033
https://lh5.googleusercontent.com/p/AF1QipNbAa-tgCkqOeEGJXVJNu0-g3nOnygNzmO8poW7=w408-h306-k-no	Pantai Gili lampu		4.2	97	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJD7GpaqU9zC0RUp9KUXcOB1Q	-8.4146496	116.7102705
https://lh5.googleusercontent.com/p/AF1QipPtj03z4Qf3AcWOYkZkt1tyP5B80_cfWSuo7czW=w408-h306-k-no	Pantai Penyisok		4.5	177	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJl35LtOv4zC0R6Tjwd_G3li4	-8.8996192	116.5405961
https://lh5.googleusercontent.com/p/AF1QipNPnKFjZ47i2WVZX2twVcPDCcQFrukrlwXtuL2U=w408-h306-k-no	Pantai Kondo		4.6	125	West Nusa Tenggara	East Lombok Regency		Tourist attraction		ChIJp_eLNic9zC0RgMacWXIORFo	-8.4278504	116.7091923
https://lh5.googleusercontent.com/p/AF1QipMqogulG6JtKcMVdQbUA3PDgiQtTkHb7UiblwGQ=w408-h306-k-no	Lancing Beach		4.6	59	Bali			Pantai		ChIJcewIoYqnzS0Rfvb3ZCclxh0	-8.901062	116.205559
https://lh5.googleusercontent.com/p/AF1QipPnDIxtLAYj7pw78xKCpub0W2fPjt5LzsIaLeyz=w408-h544-k-no	Wisata gunung malang		4.3	12	West Nusa Tenggara	East Lombok Regency		Tourist attraction		ChIJRyg_mGM7zC0Rhz8sB5nzHJ4	-8.452804	116.6954091
https://lh5.googleusercontent.com/p/AF1QipPP5tJJYksQZgmATiIbwZCkt9QI8J6OqGJNB2XA=w408-h302-k-no	Kondo villa hotel & Restaurant	$21	4.4	19	West Nusa Tenggara	East Lombok Regency	+62 852-3946-9504	Hotel		ChIJ7aUqn7Y9zC0RBm27TGbCRqk	-8.4168311	116.7089944
https://lh5.googleusercontent.com/p/AF1QipPEqV3XwEMAx-dot4xkqQ-exTYdTfarKC1EniYZ=w408-h270-k-no	Pantai Lancing		4.5	118	Nusa Tenggara Bar.	Kabupaten Lombok Timur		Pantai		ChIJ33qrU_WnzS0RDsm7lC6Kw9s	-8.9006882	116.2070408
https://lh5.googleusercontent.com/p/AF1QipOSvHv6i_XFwWDJ0OVM7k5eqwOLxISpxY7s8hOe=w408-h544-k-no	Taman Wisata Pantai Pidana		4.1	134	West Nusa Tenggara	East Lombok Regency		Amusement park		ChIJWxac4vU5zC0Rt9eoLQXsIXc	-8.4725543	116.6768827
https://lh5.googleusercontent.com/p/AF1QipNqrc7oTWV6HEL41Ktnn0hTK5dvMqRx1el4lBjk=w408-h306-k-no	Batu Bereng Beach, Tampah		4.5	15	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJaymdMBsIzS0R0CEhwguJA1Q	-8.907066	116.217921
https://lh5.googleusercontent.com/p/AF1QipMRh1eIYQHTyCj3l-3gfbqXVeg0iKhagM2AZxdF=w408-h256-k-no	Bidara Cottages		4.4	184	West Nusa Tenggara	East Lombok Regency	+62 819-9764-5318	Hotel		ChIJHQOXeoQ8zC0RyxbnCBhWixE	-8.4159094	116.70903
https://lh5.googleusercontent.com/p/AF1QipPWT3dZ2gpUFaJQyOLg0J64EmtHrrQHWlzR0e7u=w408-h306-k-no	Pantai Kuta		4.6	177	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJVVVVVcmpzS0RHrXZYPTIwUY	-8.8948796	116.2832263
https://lh5.googleusercontent.com/p/AF1QipNZofFHCRRyufUY-CoSq3WkllcuhLD38B-eC_XH=w408-h408-k-no	Pantai Ampenan		4.2	2416	Nusa Tenggara Bar.	Kota Mataram		Pantai		ChIJ0RPfQmjAzS0RKkCks0rwu9k	-8.5693547	116.0719274
https://lh5.googleusercontent.com/p/AF1QipMFLq-o5O0OlUnQgbztuKNERevEv9Ag45ar6b6H=w408-h306-k-no	Telawas Beach		4.5	190	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJgQZX_GenzS0RJV-UC9lPJhk	-8.8953967	116.1620639
https://lh5.googleusercontent.com/p/AF1QipMHFVlOEm62HhXkinzSPbDYVgBS5T7hgqzsH2Bw=w520-h240-k-no	Selong Belanak HILLS by WOBO		4.5	4	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJlS4pIhKnzS0Rt0mVjCx1zFY	-8.8790847	116.169763
https://lh5.googleusercontent.com/p/AF1QipOw4GDfgSx-y-UjUdASP4_ao_km8qLDalHUJV6V=w408-h240-k-no	East Lombok Ecotours		5	1	West Nusa Tenggara	East Lombok Regency	+62 821-4682-3359	Tour operator		ChIJpewHxqg9zC0RIxM_kDJ2D0k	-8.4157396	116.7100397
https://lh5.googleusercontent.com/p/AF1QipOmVL8thC2EgA6_iNOY1f2fbbKHZs3eW7385zfb=w408-h306-k-no	Pelican Beach Lombok		4.3	20	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJV8xsjGKfzS0RrSngnDtvGLw	-8.8610625	116.0401875
https://lh5.googleusercontent.com/p/AF1QipO2L_huJ-6Imjcou0gktDD5PIwP8FDZ5XRpHsLW=w408-h306-k-no	Tebuak Beach		4.3	21	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Tujuan Wisata		ChIJOQ49gAMHzS0RFLF-iOVhixs	-8.9036875	116.2526094
https://lh5.googleusercontent.com/p/AF1QipOADNWFZVJfsierZcPUAIcTDMIbryf6tgYmMJD_=w426-h240-k-no	Big Tree Sambelia		4.4	717	West Nusa Tenggara	East Lombok Regency		Tourist attraction		ChIJNb0cXGY5zC0RGttc5RqBieg	-8.4729705	116.6748121
https://lh5.googleusercontent.com/p/AF1QipOpeBxFDZnjt9gK7URHku82Ka886hBhQHL1wNHA=w408-h544-k-no	Cris beach		4.9	17	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Tujuan Wisata		ChIJxQo6nf-hzS0RuUV-IYbRKxk	-8.8718972	116.0924254
https://lh5.googleusercontent.com/p/AF1QipNO92uP96b-4_m4GYUczVK3apicLeob2OVZMXyC=w425-h240-k-no	Pantai Pundewa		4.4	46	Nusa Tenggara Bar.	Kabupaten Lombok Utara		Pantai		ChIJeWHE2UfczS0R9tLyPacTs3w	-8.3682609	116.1007389
https://lh5.googleusercontent.com/p/AF1QipMgz-8-zMnORP8lDVPZsgMW9rS1Ci7yXNxzdPrl=w408-h306-k-no	East Lombok Dive Hotel	$24	4.2	102	West Nusa Tenggara	East Lombok Regency	+62 877-7964-2092	Hotel		ChIJe9jnUi87zC0RiQY7UxnEaDY	-8.4591662	116.6893215
https://lh5.googleusercontent.com/p/AF1QipODY__EewlVwptnzGvB7YHwqEcenzGFiShOpAR2=w426-h240-k-no	Pantai Bintaro		4	72	Nusa Tenggara Bar.	Kota Mataram		Pantai		ChIJZ731TE_AzS0RG-fMa9aIBs0	-8.5581809	116.0711196
https://lh5.googleusercontent.com/p/AF1QipODszQ1H9RQ_6bivV394feMS_ybAkPdRSPzk62T=w408-h422-k-no	SAKAYA LOMBOK MARINA		4	1	Nusa Tenggara Bar.	Kabupaten Lombok Utara	+62 887-8799-99798	Restoran		ChIJT3BDdavCzS0Rby9YoFSeLtc	-8.4328723	116.0458946
https://lh5.googleusercontent.com/p/AF1QipNszMQU2p8cupAV3BYH-q1vSKG6Ld8POSE5J6jv=w408-h408-k-no	Mawun beach		4.5	266	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Tujuan Wisata		ChIJDXdq3WIJzS0Rke5Utbh6VPc	-8.8997873	116.2298428
https://lh5.googleusercontent.com/p/AF1QipNcRr5SToog4ainjNeLOx6pE_oK7FTJe83fxA-i=w408-h274-k-no	Pantai Mawi		4.4	357	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai	Pantai terpencil berlatar bukit berhutan, terkenal dengan ombak bergelombang dan selancar ombak.	ChIJVVVVVQWxzS0RHWqbqOh71Cs	-8.8833321	116.1599634
https://lh5.googleusercontent.com/p/AF1QipNiP-eDUSI0kvTuUjPwstrhkzwVGq0IPS2PGwvu=w408-h306-k-no	Pantai Tomang-Omang		4.3	50	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJp0et5NimzS0RYm0PXDcNlog	-8.8628322	116.151456
https://lh5.googleusercontent.com/p/AF1QipP0Y0V5WX4wH53iM9LnyZp_u90bduQ72SWcmx8v=w408-h306-k-no	Panggang Beach		4.4	40	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJhX9695WfzS0RnsPw2t5hD4Q	-8.8907659	116.0179636
https://lh5.googleusercontent.com/p/AF1QipPmGksJRbpdsMmPZpbfr2a6-MQF2SzbeWn6x3nm=w408-h306-k-no	Pantai Nambung		4.5	123	Nusa Tenggara Bar.	Kabupaten Lombok Tengah		Pantai		ChIJJ5EJ-sehzS0R5UufSoWS8pA	-8.8691785	116.1038278
https://lh5.googleusercontent.com/p/AF1QipPh5FLbmGh4A5vUNF3Gcp-bqyBEhXhzh6DWw100=w628-h240-k-no	Pantai TRANSAT		4.6	32	Nusa Tenggara Bar.	Kabupaten Lombok Barat		Pantai		ChIJqVNiQAGhzS0RKJ4x9Ov2O2g	-8.870209	116.0997112
https://lh5.googleusercontent.com/p/AF1QipMZBF8s0Z_T6qJXJ46AtNK2EXvX0xK_WsoxHpHJ=w408-h306-k-no	Malibu Beach 2		4.6	52	Nusa Tenggara Bar.			Pantai		ChIJc7FoKQPozS0RuEElKufBiNw	-8.4411955	116.0385258
